,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,
team Number,nickname,home Championship,event,Week,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo
5951,M.A Robotics,Houston,ISR1,1,4.89,0.00,-0.69,-0.69,0.04,0.00,2.39,0.04,-1.00,-1.00,0.80,6.59,-0.19,-0.10,0.04,0.33,0.30,0.04,0.00,25.49,0.70,-1.00,-1.00,33.35,0.14,-0.04,0.06,7.83,0.46,-1.00,-1.00,0.02,0.00,0.14,-0.05,-0.18,0.15,-3.74,3.61,27.87,0.68,0.74,-1.00,-1.00,-0.66,43.56,43.91,0.33,26.06,1456
5952,RoBuck,St. Louis,Tesla,9,3.79,0.10,1.68,1.72,0.31,0.00,18.81,0.31,-1.00,-1.00,6.27,24.31,1.68,-6.12,-1.91,0.33,0.36,0.07,-0.02,16.85,0.52,-1.00,-1.00,48.60,0.14,0.30,0.24,33.67,0.50,-1.00,-1.00,-0.03,-0.02,0.02,0.06,0.11,0.40,2.89,10.42,35.66,0.73,0.83,-1.00,-1.00,-0.20,83.33,80.50,0.07,11.42,1479
5952,RoBuck,St. Louis,Montreal,4,3.72,-0.09,0.42,0.39,0.20,0.00,12.25,0.20,-1.00,-1.00,4.08,16.35,-0.67,0.52,0.03,0.33,0.48,0.23,0.00,33.29,1.66,-1.00,-1.00,67.39,0.04,0.37,0.27,34.07,0.85,-1.00,-1.00,-0.02,0.00,-0.14,-0.03,0.52,0.37,12.36,9.17,45.54,1.04,1.86,-1.00,-1.00,0.41,92.92,92.57,0.29,17.97,1453
5952,RoBuck,St. Louis,NewYorkTechValley,3,4.59,-0.01,0.34,0.34,-0.11,0.00,-6.55,-0.11,-1.00,-1.00,-2.18,-1.63,-1.14,2.54,0.70,0.33,0.36,0.49,0.01,52.23,2.86,-1.00,-1.00,74.05,0.04,0.10,0.28,21.12,0.63,-1.00,-1.00,0.04,0.01,-0.11,0.31,0.07,-0.03,1.21,0.66,45.68,1.20,2.75,-1.00,-1.00,1.03,73.08,74.82,0.00,0.75,1450
5953,NOLA BOTS,Houston,Bayou,4,4.43,0.03,-0.46,-0.46,0.17,0.00,10.11,0.17,-1.00,-1.00,3.37,14.09,-0.48,0.31,0.02,0.33,0.42,0.17,-0.04,28.46,1.10,-1.00,-1.00,41.99,-0.19,0.10,0.36,13.51,0.50,-1.00,-1.00,0.00,-0.04,0.12,0.48,0.33,-0.32,8.91,-5.60,38.58,0.88,1.27,-1.00,-1.00,-0.44,50.48,46.34,0.30,-4.03,1407
5954,Portable Chargers,St. Louis,CHSHamptonRoads,3,4.47,-0.09,-0.03,-0.05,0.18,0.00,10.60,0.18,-1.00,-1.00,3.53,15.02,0.18,-0.07,0.03,0.33,0.29,0.29,0.00,29.49,1.55,-1.00,-1.00,23.95,-0.16,0.06,-0.02,-5.57,0.14,-1.00,-1.00,0.00,0.00,0.36,0.14,-0.02,0.20,1.26,5.76,40.08,0.91,1.73,-1.00,-1.00,-0.02,44.74,44.74,0.13,-29.62,1409
5954,Portable Chargers,St. Louis,CHSSouthwestVirginia,1,0.08,-0.06,-0.05,-0.05,0.07,0.00,4.40,0.07,-1.00,-1.00,1.47,4.44,0.66,1.34,0.55,0.33,0.10,-0.03,0.00,13.02,-0.01,-1.00,-1.00,19.75,-0.04,-0.05,0.22,6.18,0.00,-1.00,-1.00,0.00,0.00,0.29,0.19,-0.01,0.20,1.20,5.91,17.42,0.40,0.07,-1.00,-1.00,0.50,30.10,30.10,0.12,3.71,1429
5955,Trailblazers,St. Louis,HudsonValley,4,5.60,0.34,-0.16,-0.06,0.17,0.00,9.99,0.17,-1.00,-1.00,3.33,15.52,0.72,-0.57,-0.12,0.32,0.37,0.56,0.07,46.24,3.21,-1.00,-1.00,42.06,-0.13,-0.03,0.08,-4.06,0.30,-1.00,-1.00,0.00,0.07,0.18,0.64,0.09,-0.28,3.08,-3.69,56.23,1.32,3.38,-1.00,-1.00,-0.18,53.90,61.11,-0.12,-12.50,1454
5957,CAT 5 CyberCanes,St. Louis,CHSChampionship,6,5.16,0.50,-0.09,0.01,0.01,0.00,0.51,0.01,-1.00,-1.00,0.17,5.68,0.90,-0.98,-0.31,0.33,0.33,0.26,-0.03,35.63,1.53,-1.00,-1.00,80.63,0.28,0.43,0.19,45.31,0.92,-1.00,-1.00,-0.02,-0.03,-0.02,0.19,0.08,0.01,1.92,1.19,36.14,0.90,1.54,-1.00,-1.00,-0.31,87.50,84.15,0.25,12.77,1501
5957,CAT 5 CyberCanes,St. Louis,CHSCentralValley,4,5.38,0.30,0.19,0.28,-0.06,0.00,-3.48,-0.06,-1.00,-1.00,-1.16,2.19,-0.08,0.37,0.08,0.33,0.36,0.04,-0.03,30.36,0.75,-1.00,-1.00,59.29,0.16,0.28,0.14,28.85,0.85,-1.00,-1.00,0.00,-0.03,0.02,0.00,0.05,-0.09,1.36,-2.38,26.88,0.70,0.69,-1.00,-1.00,0.37,59.10,55.94,-0.13,-31.50,1409
5957,CAT 5 CyberCanes,St. Louis,CHSHamptonRoads,3,1.70,-0.14,0.05,0.02,0.29,0.00,17.66,0.29,-1.00,-1.00,5.89,19.37,0.97,0.09,0.08,0.33,0.29,0.05,0.00,14.98,0.56,-1.00,-1.00,24.76,0.28,-0.16,0.08,9.70,0.21,-1.00,-1.00,0.00,0.00,0.21,0.16,0.38,-0.03,10.62,0.06,32.64,0.67,0.85,-1.00,-1.00,0.09,44.19,44.19,0.12,-39.56,1386
5959,Titanium Rams,Houston,Laguna,5,4.50,0.59,0.37,0.54,-0.08,0.00,-4.86,-0.08,-1.00,-1.00,-1.62,0.19,-0.31,-3.00,-1.01,0.33,0.31,-0.09,0.00,25.50,0.34,-1.00,-1.00,47.79,0.19,0.26,0.02,23.30,0.64,-1.00,-1.00,-0.06,0.00,0.28,0.63,-0.27,-0.05,-5.38,1.88,20.64,0.56,0.26,-1.00,-1.00,-0.46,49.86,48.68,0.02,-9.28,1336
5960,Mighty ROBO-RANGERS,Houston,Turing,8,5.36,0.00,-0.58,-0.58,0.24,-0.02,13.63,0.23,-1.00,-1.00,4.54,18.41,0.08,0.79,0.34,0.33,0.33,0.30,0.11,34.02,2.30,-1.00,-1.00,60.74,0.13,0.07,0.32,26.38,0.87,-1.00,-1.00,-0.03,0.11,-0.12,0.18,0.82,0.03,19.97,1.75,47.64,1.08,2.53,-1.00,-1.00,-0.24,80.89,91.15,-0.11,-45.82,1454
5960,Mighty ROBO-RANGERS,Houston,Alamo,6,6.28,0.00,-0.41,-0.40,-0.05,0.00,-2.90,-0.05,-1.00,-1.00,-0.97,2.98,0.07,0.69,0.18,0.33,0.32,0.36,0.00,42.58,2.10,-1.00,-1.00,80.36,0.15,0.14,0.47,37.60,0.63,-1.00,-1.00,0.00,0.00,-0.04,0.07,0.35,0.35,8.55,9.16,39.68,1.02,2.05,-1.00,-1.00,-0.22,92.50,92.50,0.12,18.71,1436
5960,Mighty ROBO-RANGERS,Houston,HubCity,1,5.00,0.00,-0.62,-0.62,-0.16,0.00,-9.44,-0.16,-1.00,-1.00,-3.15,-5.06,0.02,0.73,0.28,0.34,0.39,-0.13,0.00,30.50,0.41,-1.00,-1.00,35.29,-0.01,0.14,-0.04,4.52,0.45,-1.00,-1.00,0.00,0.00,0.05,0.35,-0.05,-0.09,-1.01,-0.38,21.06,0.61,0.25,-1.00,-1.00,-0.34,29.85,29.87,0.08,-47.90,1363
5962,perSEVERE,St. Louis,NESouthernNH,4,4.35,-0.59,0.05,-0.11,0.25,0.00,15.00,0.25,-1.00,-1.00,5.00,19.24,2.00,1.38,0.54,0.33,0.33,0.09,-0.06,17.77,0.42,-1.00,-1.00,66.87,0.25,0.36,0.36,48.56,0.81,-1.00,-1.00,0.00,-0.06,0.26,0.04,0.08,0.16,3.28,4.16,32.77,0.69,0.67,-1.00,-1.00,0.43,90.27,84.77,0.15,14.85,1475
5962,perSEVERE,St. Louis,NENorthShore,3,4.96,0.06,0.05,0.06,-0.01,0.00,-0.37,-0.01,-1.00,-1.00,-0.12,4.65,2.23,-0.17,0.12,0.33,0.42,-0.05,-0.03,27.56,0.49,-1.00,-1.00,39.37,0.17,-0.03,0.10,11.68,0.42,-1.00,-1.00,-0.01,-0.03,0.17,0.01,0.12,-0.10,3.90,-2.46,27.19,0.68,0.48,-1.00,-1.00,0.18,41.55,38.80,0.07,-25.16,1423
5963,CA Frost High School,St. Louis,MIEastKentwood,5,4.37,-0.04,1.23,1.21,0.25,0.00,15.06,0.25,-1.00,-1.00,5.02,20.64,1.59,-2.31,-0.64,0.33,0.34,0.16,-0.01,22.81,1.00,-1.00,-1.00,30.43,0.22,0.01,-0.07,8.26,0.17,-1.00,-1.00,-0.03,-0.01,0.02,-0.03,0.84,-0.02,21.15,-0.61,37.87,0.82,1.25,-1.00,-1.00,0.57,50.46,48.89,-0.08,-56.24,1261
5963,CA Frost High School,St. Louis,MIWestMichigan,4,3.32,0.00,0.53,0.53,-0.11,0.00,-6.85,-0.11,-1.00,-1.00,-2.28,-3.00,-0.99,1.06,0.22,0.33,0.09,-0.36,-0.03,6.17,-1.28,-1.00,-1.00,3.06,-0.10,0.01,0.02,-3.33,0.08,-1.00,-1.00,0.00,-0.03,-0.03,0.05,0.03,-0.02,0.63,-0.19,-0.68,0.04,-1.39,-1.00,-1.00,0.75,-0.14,-2.69,-0.20,-75.98,1318
5964,The Praetorians,St. Louis,NewYorkTechValley,3,3.72,-0.01,-1.50,-1.50,0.08,0.00,5.08,0.08,-1.00,-1.00,1.69,7.30,-0.33,-1.13,-0.37,0.33,0.34,-0.05,-0.03,20.28,0.21,-1.00,-1.00,24.53,0.11,0.01,-0.02,4.63,0.17,-1.00,-1.00,-0.07,-0.03,0.11,-0.12,0.14,0.62,4.01,14.91,25.36,0.59,0.30,-1.00,-1.00,-1.88,46.74,42.34,-0.08,-51.57,1355
5965,Power Struck Girls,Houston,Bayou,4,1.59,-0.02,-0.41,-0.41,0.20,0.00,11.80,0.20,-1.00,-1.00,3.93,12.98,0.28,-0.10,0.00,0.33,0.22,0.09,0.02,18.92,0.76,-1.00,-1.00,26.34,-0.04,0.14,0.05,7.42,0.00,-1.00,-1.00,0.00,0.02,-0.02,0.20,-0.21,0.09,-5.26,3.34,30.72,0.67,0.95,-1.00,-1.00,-0.41,42.67,45.08,-0.13,-48.77,1343
5966,HB Oiler Brobotics,Houston,LosAngeles,4,5.82,0.01,-0.29,-0.29,-0.05,0.00,-2.93,-0.05,-1.00,-1.00,-0.98,2.60,0.03,2.55,0.89,0.33,0.40,0.38,0.09,50.16,2.90,-1.00,-1.00,72.71,0.49,0.02,-0.08,21.65,0.56,-1.00,-1.00,-0.02,0.09,-0.12,-0.18,0.01,-0.03,-0.26,-1.70,47.23,1.21,2.85,-1.00,-1.00,0.61,73.61,82.39,0.18,-8.85,1408
5968,Cyborg Indians,St. Louis,GreaterKansasCity,3,3.49,0.00,0.91,0.91,0.15,0.00,8.75,0.15,-1.00,-1.00,2.92,13.15,0.33,2.76,1.03,0.33,0.41,0.09,0.02,28.39,1.16,-1.00,-1.00,48.12,-0.39,0.41,0.35,18.71,0.69,-1.00,-1.00,0.02,0.02,-0.17,-0.04,0.34,0.23,7.70,5.56,37.13,0.86,1.30,-1.00,-1.00,1.94,66.83,69.00,-0.02,-38.82,1353
5969,English Skunkworks,St. Louis,NEGreaterBoston,3,4.81,-0.01,0.32,0.31,-0.01,0.00,-0.52,-0.01,-1.00,-1.00,-0.17,4.59,-0.29,0.33,0.10,0.33,0.36,0.09,-0.02,30.78,0.97,-1.00,-1.00,33.93,0.05,-0.07,0.08,3.05,0.25,-1.00,-1.00,0.01,-0.02,0.27,-0.15,0.29,-0.01,8.53,-0.98,30.25,0.76,0.96,-1.00,-1.00,0.42,37.55,36.01,0.04,-44.02,1285
5969,English Skunkworks,St. Louis,NEWPI,2,-1.07,0.00,-0.31,-0.31,-0.01,0.00,-0.44,-0.01,-1.00,-1.00,-0.15,-1.82,4.06,-0.94,0.07,0.25,-0.02,-0.03,0.01,8.50,-0.18,-1.00,-1.00,-3.23,-0.12,-0.06,-0.05,-11.80,0.08,-1.00,-1.00,0.00,0.01,0.33,0.08,0.11,0.22,4.49,5.90,8.05,0.21,-0.19,-1.00,-1.00,-0.24,0.85,2.00,-0.22,-52.04,1305
5970,BeaverTronics,Houston,Roebling,8,5.03,0.00,1.67,1.67,0.61,0.00,36.48,0.61,-1.00,-1.00,12.16,43.18,-0.04,-4.17,-1.38,0.33,0.33,0.35,0.38,31.48,3.73,-1.00,-1.00,77.01,0.30,0.39,0.25,46.91,0.80,-1.00,-1.00,-0.01,0.38,-0.18,0.12,0.20,0.23,4.03,6.41,67.96,1.39,4.34,-1.00,-1.00,0.29,126.59,164.38,0.28,35.13,1505
5970,BeaverTronics,Houston,PNWChampionship,6,4.50,-0.01,-0.07,-0.07,0.23,0.00,13.92,0.23,-1.00,-1.00,4.64,18.35,0.13,-1.48,-0.48,0.33,0.33,0.37,0.26,42.43,3.45,-1.00,-1.00,70.94,0.09,0.35,0.14,28.99,0.67,-1.00,-1.00,0.00,0.26,0.10,0.04,0.15,0.10,4.20,2.77,56.35,1.29,3.68,-1.00,-1.00,-0.56,92.07,117.79,0.22,-2.76,1516
5970,BeaverTronics,Houston,PNWLakeOswego,5,5.76,0.00,0.46,0.46,0.33,0.00,20.03,0.33,-1.00,-1.00,6.68,26.25,-0.18,1.30,0.44,0.33,0.33,0.57,0.00,36.29,2.63,-1.00,-1.00,80.58,0.36,0.38,0.14,43.86,0.94,-1.00,-1.00,0.00,0.00,0.58,0.07,0.34,0.02,11.47,0.78,56.32,1.24,2.96,-1.00,-1.00,0.90,107.61,107.47,0.28,39.54,1516
5970,BeaverTronics,Houston,PNWClackamasAcademy,4,4.85,0.00,-0.59,-0.59,0.14,0.00,8.52,0.14,-1.00,-1.00,2.84,12.78,-0.02,-2.43,-0.85,0.35,0.36,0.04,-0.01,23.79,0.70,-1.00,-1.00,74.04,0.16,0.38,0.48,51.11,0.88,-1.00,-1.00,0.00,-0.01,-0.04,0.13,-0.14,0.35,-3.66,9.30,32.31,0.74,0.84,-1.00,-1.00,-1.44,96.12,95.34,0.24,32.64,1509
5971,Raider Robotics Team,Houston,Bayou,4,3.78,0.14,0.08,0.08,0.01,0.00,0.83,0.01,-1.00,-1.00,0.28,4.69,-0.48,-2.04,-0.74,0.33,0.34,0.08,0.02,30.16,1.08,-1.00,-1.00,15.74,0.03,0.06,-0.36,-13.68,0.00,-1.00,-1.00,0.00,0.02,0.20,-0.07,0.35,-0.13,9.76,-3.71,30.99,0.77,1.09,-1.00,-1.00,-0.66,16.72,18.39,-0.14,-75.76,1321
5973,Moonshots,St. Louis,Buckeye,5,4.21,-0.09,0.35,0.31,0.08,0.00,4.80,0.08,-1.00,-1.00,1.60,9.32,0.27,1.72,0.59,0.33,0.33,0.20,0.07,34.22,1.82,-1.00,-1.00,60.77,0.00,0.22,0.30,25.96,0.70,-1.00,-1.00,0.00,0.07,-0.13,0.12,0.18,0.31,3.86,8.31,39.02,0.94,1.90,-1.00,-1.00,0.91,78.40,85.73,0.38,30.44,1409
5974,Mechanical Dragons,Houston,Utah,2,2.54,0.00,1.63,1.63,0.12,0.00,7.32,0.12,-1.00,-1.00,2.44,11.49,-2.15,-0.41,-0.35,0.33,0.04,-0.02,0.00,9.01,-0.18,-1.00,-1.00,36.24,0.20,0.12,0.23,27.58,0.40,-1.00,-1.00,0.01,0.00,0.15,0.17,0.08,-0.20,2.87,-4.15,16.33,0.35,-0.06,-1.00,-1.00,1.28,43.57,43.76,0.20,-5.67,1453
5975,Beta Blues,Houston,PNWChampionship,6,5.02,0.00,-0.22,-0.22,0.12,0.00,7.47,0.12,-1.00,-1.00,2.49,12.26,-0.13,-5.71,-1.96,0.33,0.33,0.32,0.10,38.27,2.40,-1.00,-1.00,60.04,0.00,0.28,0.20,23.73,0.50,-1.00,-1.00,-0.05,0.10,0.09,-0.07,-0.14,-0.10,-3.04,-2.96,45.74,1.08,2.52,-1.00,-1.00,-2.19,69.33,77.97,-0.15,-47.93,1405
5975,Beta Blues,Houston,PNWLakeOswego,5,5.32,0.00,-0.25,-0.25,0.03,0.00,2.00,0.03,-1.00,-1.00,0.67,7.07,-0.05,1.86,0.60,0.33,0.35,0.22,0.00,34.53,1.51,-1.00,-1.00,54.12,0.22,0.13,0.03,18.99,0.55,-1.00,-1.00,0.00,0.00,0.14,0.12,-0.15,0.32,-3.05,8.60,36.53,0.90,1.54,-1.00,-1.00,0.35,69.79,69.34,0.08,-14.14,1448
5975,Beta Blues,Houston,PNWCentralWashingtonUniversity,3,5.08,0.00,-0.16,-0.16,0.55,0.00,32.88,0.55,-1.00,-1.00,10.96,37.80,-0.35,-1.55,-0.49,0.33,0.36,0.04,0.00,7.39,0.33,-1.00,-1.00,48.01,0.23,0.29,0.31,41.11,0.64,-1.00,-1.00,0.00,0.00,0.30,-0.02,0.13,0.59,4.68,14.59,40.27,0.73,0.87,-1.00,-1.00,-0.65,100.41,100.41,0.32,22.28,1469
5976,CyberSaders,St. Louis,Daly,9,4.73,0.11,4.38,4.39,0.28,-0.01,16.34,0.27,-1.00,-1.00,5.45,25.46,0.16,-1.23,-0.53,0.33,0.33,0.36,0.25,40.21,3.35,-1.00,-1.00,92.74,0.26,0.37,0.43,53.06,1.00,-1.00,-1.00,0.05,0.25,-0.07,0.00,-0.09,-0.02,-2.49,-0.53,56.54,1.28,3.62,-1.00,-1.00,3.86,117.67,144.27,0.21,-6.21,1524
5976,CyberSaders,St. Louis,Wisconsin,4,5.03,0.57,-0.36,-0.15,0.19,0.00,11.34,0.19,-1.00,-1.00,3.78,16.21,-0.55,-1.31,-0.52,0.33,0.35,0.70,0.07,50.57,3.73,-1.00,-1.00,89.95,0.25,0.05,0.50,39.89,0.84,-1.00,-1.00,0.00,0.07,-0.20,0.12,-0.12,-0.10,-3.86,-1.87,61.91,1.45,3.91,-1.00,-1.00,-0.68,104.29,111.22,0.44,42.39,1528
5977,Rosemary Anderson H S/POIC,Houston,PNWLakeOswego,5,-0.71,0.00,-0.01,-0.01,0.08,0.00,4.52,0.08,-1.00,-1.00,1.51,3.80,-0.19,0.90,0.34,0.33,0.35,0.08,-0.01,27.04,0.87,-1.00,-1.00,63.69,0.11,0.13,0.49,36.32,0.59,-1.00,-1.00,0.00,-0.01,0.02,0.26,0.06,-0.03,1.57,0.54,31.56,0.75,0.94,-1.00,-1.00,0.32,68.03,66.73,0.14,-5.63,1372
5977,Rosemary Anderson H S/POIC,Houston,PNWWilsonville,2,0.43,0.00,-0.22,-0.22,-0.09,0.00,-5.49,-0.09,-1.00,-1.00,-1.83,-5.28,-0.26,1.78,0.46,0.33,0.34,0.14,-0.01,35.73,1.26,-1.00,-1.00,49.58,0.16,-0.03,0.13,13.39,0.08,-1.00,-1.00,0.00,-0.01,0.01,-0.14,-0.19,-0.09,-4.84,-2.95,30.24,0.80,1.16,-1.00,-1.00,0.24,41.36,39.99,0.23,-16.68,1399
5979,Apex,St. Louis,CHSNorthernMaryland,3,4.41,-0.02,-0.03,-0.03,0.04,0.00,2.17,0.04,-1.00,-1.00,0.72,6.56,-0.27,-0.12,-0.05,0.33,0.36,-0.22,-0.02,16.32,-0.36,-1.00,-1.00,20.74,-0.10,-0.07,0.26,4.47,0.08,-1.00,-1.00,0.00,-0.02,0.38,0.30,0.17,0.25,6.18,7.83,18.49,0.44,-0.32,-1.00,-1.00,-0.08,35.13,32.67,0.16,-25.70,1313
5979,Apex,St. Louis,CHSGreaterDC,2,4.39,0.00,0.00,0.00,0.23,0.00,14.06,0.23,-1.00,-1.00,4.69,18.45,-0.03,-0.24,-0.05,0.33,-0.08,-0.14,0.00,-5.00,-0.88,-1.00,-1.00,-6.26,-0.05,-0.15,0.18,-1.21,0.25,-1.00,-1.00,0.00,0.00,0.45,0.11,0.17,-0.08,6.54,-1.34,9.06,0.11,-0.64,-1.00,-1.00,-0.05,10.85,10.85,-0.04,-54.13,1335
5980,East Grand Rapids Robotics,St. Louis,Curie,9,5.10,-0.09,-0.12,-0.12,0.35,-0.02,19.80,0.33,-1.00,-1.00,6.60,24.78,-0.39,0.07,-0.18,0.33,0.33,0.24,0.13,28.19,2.06,-1.00,-1.00,84.81,0.40,0.32,0.42,56.81,1.00,-1.00,-1.00,0.01,0.13,-0.14,0.03,-0.05,-0.07,-2.00,-1.59,47.98,1.03,2.39,-1.00,-1.00,-0.31,107.99,120.96,0.13,-5.13,1525
5980,East Grand Rapids Robotics,St. Louis,MISCConsumersEnergy,7,3.83,0.39,-1.24,-1.17,0.10,-0.02,5.17,0.09,-1.00,-1.00,1.72,7.84,-0.23,-0.66,-0.28,0.33,0.33,0.27,-0.31,21.35,-0.23,-1.00,-1.00,67.64,0.35,0.28,0.31,46.57,0.92,-1.00,-1.00,-0.01,-0.31,-0.05,0.40,-0.16,-0.16,-4.36,-2.06,26.52,0.62,-0.14,-1.00,-1.00,-1.45,73.41,42.05,0.16,-4.93,1508
5980,East Grand Rapids Robotics,St. Louis,MIWestMichigan,4,4.42,0.00,0.83,0.83,0.50,0.00,30.09,0.50,-1.00,-1.00,10.03,35.33,-1.71,-0.10,-0.27,0.33,0.36,0.16,0.10,18.07,1.43,-1.00,-1.00,35.15,0.14,0.08,0.12,17.35,0.70,-1.00,-1.00,0.00,0.10,0.29,-0.17,-0.07,0.16,-0.42,3.26,48.16,0.95,1.93,-1.00,-1.00,0.56,73.74,83.25,0.05,4.76,1530
5980,East Grand Rapids Robotics,St. Louis,MILakeview,1,6.03,0.12,0.34,0.35,0.02,0.00,1.10,0.02,-1.00,-1.00,0.37,7.48,-0.50,0.65,0.09,0.33,0.40,-0.10,0.00,24.27,0.37,-1.00,-1.00,64.26,0.24,0.16,0.40,39.90,0.69,-1.00,-1.00,0.00,0.00,-0.02,0.33,0.50,-0.03,12.37,0.86,25.37,0.63,0.39,-1.00,-1.00,0.44,72.60,72.60,0.36,33.47,1520
5981,Thunderbotz,Houston,Alamo,6,4.93,-0.04,0.07,0.06,0.39,0.00,23.20,0.39,-1.00,-1.00,7.73,28.20,-0.47,0.70,0.19,0.33,0.39,0.21,0.00,21.65,1.22,-1.00,-1.00,64.11,0.19,0.33,0.32,42.27,0.73,-1.00,-1.00,0.00,0.00,0.17,0.36,0.00,0.23,0.97,7.58,44.86,0.93,1.61,-1.00,-1.00,0.25,99.89,99.89,0.38,40.18,1502
5981,Thunderbotz,Houston,Dallas,2,5.06,0.00,-0.01,-0.01,0.11,0.00,6.76,0.11,-1.00,-1.00,2.25,11.81,2.76,-0.20,0.07,0.33,0.12,-0.23,0.00,4.61,-0.78,-1.00,-1.00,22.04,0.12,0.07,0.16,17.35,0.25,-1.00,-1.00,0.00,0.00,0.10,-0.18,-0.16,-0.01,-3.61,-1.08,11.37,0.23,-0.67,-1.00,-1.00,0.06,32.77,32.77,0.11,-35.24,1378
5982,Circuits  of Destruction ,St. Louis,MIShepherd,6,4.70,-0.01,-0.66,-0.66,0.42,0.00,25.31,0.42,-1.00,-1.00,8.44,29.35,0.14,-3.54,-1.13,0.33,0.34,0.36,-0.04,22.98,1.48,-1.00,-1.00,55.25,0.15,0.24,0.28,33.40,0.67,-1.00,-1.00,-0.01,-0.04,0.28,-0.20,-0.02,0.11,0.79,1.78,48.28,1.00,1.90,-1.00,-1.00,-1.79,86.38,82.75,0.04,-8.58,1346
5982,Circuits  of Destruction ,St. Louis,MIMidland,4,4.51,-0.01,-0.08,-0.08,0.08,0.00,4.75,0.08,-1.00,-1.00,1.58,9.18,-0.32,1.53,0.42,0.33,0.35,0.01,-0.03,23.39,0.49,-1.00,-1.00,33.09,0.20,-0.15,0.14,9.28,0.42,-1.00,-1.00,0.00,-0.03,0.13,-0.16,-0.04,0.12,-0.40,2.11,28.14,0.66,0.57,-1.00,-1.00,0.34,44.38,41.38,-0.10,-57.90,1310
5983,Blast Furnace Bots,Houston,SouthernCross,2,5.18,-0.01,-0.91,-0.91,0.07,0.00,4.42,0.07,-1.00,-1.00,1.47,8.70,-0.34,1.04,0.36,0.34,0.31,0.08,-0.01,25.41,0.80,-1.00,-1.00,28.04,-0.05,-0.14,0.23,2.27,0.14,-1.00,-1.00,0.03,-0.01,-0.12,-0.16,0.16,-0.10,3.37,-3.31,29.83,0.71,0.87,-1.00,-1.00,-0.54,33.42,33.17,-0.08,-43.95,1306
5984,Salina Robocats,Houston,Oklahoma,4,1.99,0.00,0.01,0.01,0.26,0.00,15.45,0.26,-1.00,-1.00,5.15,17.46,0.57,-0.21,0.08,0.33,0.32,-0.25,0.00,5.70,-0.61,-1.00,-1.00,0.86,-0.18,0.13,-0.05,-4.92,0.00,-1.00,-1.00,0.00,0.00,0.28,0.35,0.37,0.00,10.76,1.78,21.15,0.40,-0.35,-1.00,-1.00,0.09,20.10,20.10,-0.20,-63.07,1294
5985,Project Bucephalus,Houston,Carver,8,6.20,0.67,0.63,0.82,0.20,0.01,12.27,0.20,-1.00,-1.00,4.09,19.29,0.04,13.54,4.57,0.33,0.36,0.18,0.17,33.42,2.22,-1.00,-1.00,89.80,0.37,0.41,0.25,51.80,0.80,-1.00,-1.00,0.14,0.17,0.21,-0.01,-0.10,-0.07,-1.36,-1.86,45.69,1.04,2.42,-1.00,-1.00,5.39,107.23,126.52,0.06,-5.94,1557
5985,Project Bucephalus,Houston,SouthPacific,3,4.96,-0.01,-0.09,-0.09,0.49,0.00,29.63,0.49,-1.00,-1.00,9.88,34.51,1.32,2.31,0.84,0.33,0.45,0.02,0.01,12.83,0.54,-1.00,-1.00,65.84,0.52,0.19,0.34,52.17,0.82,-1.00,-1.00,0.01,0.01,-0.23,-0.01,0.12,-0.05,1.83,-1.30,42.46,0.81,1.03,-1.00,-1.00,0.75,99.05,99.99,0.35,37.29,1521
5985,Project Bucephalus,Houston,SouthernCross,2,5.10,-0.01,0.82,0.82,0.57,0.00,34.13,0.57,-1.00,-1.00,11.38,40.05,-0.37,2.89,0.88,0.34,0.27,0.17,-0.01,8.20,0.62,-1.00,-1.00,49.91,0.17,0.28,0.37,40.82,0.69,-1.00,-1.00,0.04,-0.01,-0.01,-0.11,0.22,-0.22,5.49,-6.03,42.33,0.77,1.18,-1.00,-1.00,1.71,83.93,83.83,0.38,25.78,1450
